INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP
OPTSTK,DEMOSTK,25-JUN-2026,1400,CE,47.84,50.94,46.43,49.14,49.14,1636,20.1,11472,-3287,14-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1400,PE,26.71,28.95,22.85,25.67,25.67,422,2.71,21359,2567,14-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1420,CE,38.21,38.41,34.73,37.44,37.44,802,7.51,25178,-4922,14-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1420,PE,14.54,15.41,12.4,14.51,14.51,2163,7.85,25145,-2228,14-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1440,CE,6.51,6.85,5.53,6.4,6.4,2266,3.63,14730,-1388,14-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1440,PE,33.32,34.9,31.48,33.89,33.89,2357,19.97,18954,-348,14-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1460,CE,21.61,23.76,18.61,21.14,21.14,1549,8.19,44024,3716,14-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1460,PE,44.84,48.31,44.5,46.29,46.29,711,8.23,28355,-4629,14-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1480,CE,22.78,24.55,22.29,23.34,23.34,2763,16.12,13956,3708,14-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1480,PE,60.15,61.23,57.78,60.53,60.53,1922,29.08,11786,1143,14-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1500,CE,16.58,19.48,13.92,18.35,18.35,1363,6.25,45716,1577,14-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1500,PE,83.62,85.05,83.03,83.63,83.63,758,15.85,5421,-2142,14-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1520,CE,13.32,16.22,12.91,14.29,14.29,2561,9.15,12248,3348,14-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1520,PE,104.33,106.77,102.18,105.17,105.17,2575,67.7,8292,-2793,14-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1540,CE,5.52,6.92,2.6,6.32,6.32,2390,3.78,15561,2250,14-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1540,PE,120.45,121.55,117.89,121.17,121.17,2071,62.74,30391,4008,14-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1560,CE,15.56,17.52,13.95,14.27,14.27,2556,9.12,41938,-4457,14-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1560,PE,138.15,139.69,136.95,137.39,137.39,337,11.58,12612,3531,14-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1580,CE,2.35,3.04,1.62,1.88,1.88,2870,1.35,30748,3728,14-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1580,PE,150.82,153.03,148.92,152.09,152.09,2521,95.85,2706,-2843,14-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1600,CE,2.45,4.41,0.58,4.19,4.19,544,0.57,4315,-2384,14-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1600,PE,175.91,176.81,173.02,175.22,175.22,407,17.83,14428,2212,14-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1620,CE,6.77,8.43,4.87,4.89,4.89,291,0.36,48983,-310,14-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1620,PE,188.75,193.16,187.09,190.38,190.38,2558,121.75,40365,-2649,14-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1640,CE,2.96,4.09,0.37,2.79,2.79,855,0.6,15447,-394,14-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1640,PE,211.94,213.47,209.73,210.13,210.13,1301,68.34,26958,-4253,14-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1660,CE,0.84,4.83,0.05,1.97,1.97,2138,1.05,23802,3212,14-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1660,PE,231.74,234.04,228.85,231.24,231.24,2949,170.48,24392,1573,14-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1680,CE,1.28,4.09,0.05,1.89,1.89,1713,0.81,11243,3595,14-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1680,PE,252.39,253.24,249.48,252.69,252.69,908,57.36,13966,-925,14-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1700,CE,3.89,4.17,1.81,2.64,2.64,2653,1.75,8942,2903,14-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1700,PE,270.56,273.09,269.24,270.19,270.19,57,3.85,20834,-840,14-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1300,CE,139.92,143.03,138.23,141.37,141.37,563,19.9,46920,-2216,15-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1300,PE,3.73,6.09,0.25,2.28,2.28,1963,1.12,29618,2156,15-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1320,CE,116.99,119.83,115.46,118.59,118.59,660,19.57,21824,-1377,15-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1320,PE,4.54,5.63,4.24,4.8,4.8,2415,2.9,13448,-2359,15-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1340,CE,101.03,102.35,99.37,100.88,100.88,456,11.5,2095,-1736,15-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1340,PE,5.7,7.64,3.83,4.14,4.14,1833,1.9,15262,20,15-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1360,CE,83.04,85.86,82.14,82.66,82.66,1470,30.38,25356,-3292,15-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1360,PE,3.21,6.88,1.14,4.95,4.95,678,0.84,17545,4022,15-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1380,CE,66.17,66.35,63.24,64.96,64.96,256,4.16,13938,-931,15-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1380,PE,2.16,5.64,1.37,3.14,3.14,797,0.63,17408,-4998,15-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1400,CE,40.75,42.01,38.38,40.9,40.9,1743,17.82,8476,-1339,15-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1400,PE,8.25,12.04,6.89,9.79,9.79,2058,5.04,2512,-1306,15-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1420,CE,18.5,22.62,17.26,20.35,20.35,2235,11.37,26720,-1334,15-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1420,PE,3.2,7.75,1.66,4.91,4.91,1855,2.28,45353,2161,15-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1440,CE,8.33,10.6,7.39,8.21,8.21,1714,3.52,27719,-1542,15-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1440,PE,12.76,14.14,10.8,12.52,12.52,1053,3.3,37530,3333,15-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1460,CE,8.72,11.51,6.08,10.4,10.4,86,0.22,1870,-759,15-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1460,PE,31.97,34.5,30.03,31.44,31.44,586,4.61,20675,2111,15-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1480,CE,8.98,9.59,6.14,8.07,8.07,2740,5.53,1168,-146,15-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1480,PE,44.88,46.08,43.09,45.11,45.11,1429,16.12,5449,-2901,15-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1500,CE,0.02,1.83,0.05,1.7,1.7,2285,0.97,46117,-2340,15-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1500,PE,66.65,66.85,62.92,65.73,65.73,153,2.51,48450,1040,15-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1520,CE,6.9,8.81,4.22,6.44,6.44,551,0.89,8719,3565,15-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1520,PE,88.06,89.44,87.74,88.11,88.11,984,21.68,25908,-1726,15-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1540,CE,3.73,6.23,1.96,3.14,3.14,2328,1.83,19270,-3206,15-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1540,PE,108.97,109.76,105.59,108.36,108.36,678,18.37,29867,1385,15-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1560,CE,4.33,5.69,2.77,5.23,5.23,1792,2.34,10743,-531,15-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1560,PE,128.41,131.14,127.16,129.46,129.46,188,6.08,41231,2280,15-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1580,CE,5.08,7.81,2.6,3.92,3.92,308,0.3,7706,-3212,15-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1580,PE,146.17,148.62,143.72,146.15,146.15,1541,56.3,9299,2755,15-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1600,CE,-0.94,2.46,0.05,0.95,0.95,420,0.1,37225,-1814,15-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1600,PE,164.71,167.3,161.8,166.43,166.43,1856,77.22,17507,4600,15-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1620,CE,2.54,2.68,0.05,1.18,1.18,449,0.13,36594,1688,15-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1620,PE,183.08,185.19,181.8,184.85,184.85,2393,110.59,46453,-1480,15-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1640,CE,2.55,3.38,0.18,1.67,1.67,814,0.34,38645,2161,15-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1640,PE,203.69,204.84,202.04,203.86,203.86,2665,135.82,43105,3341,15-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1660,CE,1.74,3.23,0.05,0.54,0.54,520,0.07,21749,3335,15-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1660,PE,224.86,226.61,224.12,225.69,225.69,2151,121.36,18944,4749,15-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1680,CE,4.13,7.1,0.05,2.56,2.56,1103,0.71,41102,-1658,15-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1680,PE,244.31,244.69,241.69,244.12,244.12,112,6.84,6211,-784,15-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1700,CE,0.99,3.07,0.05,2.29,2.29,844,0.48,27162,2578,15-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1700,PE,264.81,265.71,261.81,264.21,264.21,805,53.17,32171,3661,15-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1300,CE,144.63,147.03,141.75,146.46,146.46,1651,60.45,45902,1960,15-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1300,PE,4.79,6.48,1.19,4.12,4.12,1220,1.26,27368,4331,15-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1320,CE,123.8,125.39,123.38,124.22,124.22,2148,66.71,23127,4112,15-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1320,PE,9.96,10.68,6.37,8.6,8.6,2978,6.4,37599,-2175,15-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1340,CE,113.81,114.61,109.93,112.29,112.29,1996,56.03,22786,119,15-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1340,PE,13.99,16.66,11.5,12.05,12.05,2285,6.88,44874,-2104,15-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1360,CE,81.0,84.08,80.36,82.38,82.38,1428,29.41,7715,3595,15-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1360,PE,6.44,7.11,3.03,5.57,5.57,1397,1.95,19913,-42,15-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1380,CE,60.1,64.04,57.25,61.28,61.28,950,14.55,25897,2640,15-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1380,PE,4.8,5.93,3.35,3.35,3.35,985,0.82,27421,-856,15-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1400,CE,45.65,47.04,44.02,45.28,45.28,2781,31.48,34032,-3522,15-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1400,PE,8.03,11.79,6.91,8.88,8.88,180,0.4,9166,4680,15-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1420,CE,21.62,24.05,18.69,20.78,20.78,2301,11.95,10599,1530,15-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1420,PE,7.64,8.44,6.28,7.48,7.48,833,1.56,6897,4389,15-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1440,CE,24.75,25.76,22.8,24.1,24.1,843,5.08,19983,4285,15-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1440,PE,23.11,26.42,21.59,24.92,24.92,206,1.28,22842,-836,15-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1460,CE,22.0,23.94,18.28,20.27,20.27,1811,9.18,35330,2298,15-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1460,PE,37.55,39.38,34.79,37.68,37.68,2870,27.04,41609,-2129,15-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1480,CE,19.67,22.73,16.99,20.68,20.68,572,2.96,14730,-2777,15-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1480,PE,51.94,52.5,50.27,51.27,51.27,1875,24.03,32591,-4238,15-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1500,CE,13.93,18.16,13.41,15.24,15.24,361,1.38,5408,2414,15-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1500,PE,68.58,70.81,65.54,67.05,67.05,402,6.74,28108,-1200,15-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1520,CE,18.5,20.26,16.67,17.38,17.38,1298,5.64,42313,3052,15-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1520,PE,91.56,95.98,91.53,93.33,93.33,202,4.71,40768,2064,15-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1540,CE,4.77,5.47,4.49,5.43,5.43,277,0.38,28713,3026,15-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1540,PE,118.31,120.82,114.69,116.45,116.45,2427,70.66,21683,-4795,15-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1560,CE,15.15,16.38,11.76,14.64,14.64,2096,7.67,36540,3634,15-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1560,PE,130.41,131.65,130.1,130.44,130.44,1820,59.35,34071,4800,15-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1580,CE,2.91,4.32,0.05,1.98,1.98,1295,0.64,3999,4922,15-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1580,PE,155.57,156.4,152.15,154.91,154.91,1993,77.18,17220,756,15-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1600,CE,6.1,7.47,3.82,6.58,6.58,2575,4.24,4441,436,15-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1600,PE,166.56,170.1,165.36,167.62,167.62,2368,99.23,44244,-4523,15-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1620,CE,5.57,7.47,2.3,4.04,4.04,649,0.66,41848,2831,15-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1620,PE,188.25,188.39,185.77,186.64,186.64,2778,129.62,1912,-2579,15-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1640,CE,3.98,4.16,0.1,2.47,2.47,176,0.11,43479,-2302,15-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1640,PE,207.38,209.57,206.7,208.43,208.43,2936,152.99,48054,3663,15-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1660,CE,6.97,8.81,5.46,5.89,5.89,463,0.68,17200,2198,15-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1660,PE,226.49,227.99,224.08,226.95,226.95,766,43.46,37603,-267,15-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1680,CE,3.73,6.47,2.25,5.66,5.66,550,0.78,11693,-4985,15-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1680,PE,246.53,249.31,246.15,246.34,246.34,1399,86.16,5660,-2448,15-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1700,CE,4.49,6.12,2.65,2.77,2.77,548,0.38,31117,3311,15-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1700,PE,268.12,270.68,267.76,268.17,268.17,680,45.59,21134,-1247,15-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1300,CE,140.26,144.78,139.49,142.04,142.04,795,28.23,29706,3546,18-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1300,PE,5.77,6.75,1.33,3.83,3.83,808,0.77,21547,1432,18-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1320,CE,123.18,124.88,120.95,121.78,121.78,1080,32.88,40639,3893,18-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1320,PE,2.0,3.12,1.08,1.54,1.54,2895,1.11,46693,-4667,18-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1340,CE,100.79,104.64,98.49,102.3,102.3,1304,33.35,22170,-3392,18-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1340,PE,6.4,8.44,2.3,4.72,4.72,2263,2.67,11459,2253,18-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1360,CE,78.89,82.13,78.4,79.49,79.49,350,6.96,1439,-3504,18-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1360,PE,5.94,6.72,4.58,6.34,6.34,265,0.42,27816,2366,18-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1380,CE,59.33,60.34,57.57,59.74,59.74,1834,27.39,47808,682,18-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1380,PE,6.38,8.48,5.87,6.25,6.25,1627,2.54,5391,-201,18-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1400,CE,41.32,42.5,40.01,42.15,42.15,1870,19.71,19508,-1927,18-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1400,PE,8.03,9.47,6.34,7.48,7.48,416,0.78,8777,2367,18-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1420,CE,19.46,20.96,17.98,19.68,19.68,1668,8.21,7757,-1205,18-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1420,PE,6.35,6.82,3.98,5.28,5.28,75,0.1,32535,1264,18-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1440,CE,10.37,11.4,6.59,8.51,8.51,2331,4.96,42717,-3620,18-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1440,PE,11.96,12.88,9.78,11.32,11.32,1228,3.48,22265,2307,18-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1460,CE,6.93,10.39,4.61,7.78,7.78,2464,4.79,32327,-2724,18-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1460,PE,23.66,26.14,23.61,24.64,24.64,2955,18.2,2639,-501,18-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1480,CE,8.5,9.62,4.73,7.22,7.22,925,1.67,28987,-4670,18-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1480,PE,46.19,47.14,43.79,46.55,46.55,429,4.99,6832,-1375,18-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1500,CE,1.83,4.13,0.05,3.02,3.02,2859,2.16,30778,2099,18-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1500,PE,63.87,65.65,62.31,65.44,65.44,2438,39.89,30309,1776,18-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1520,CE,5.02,6.92,4.02,4.74,4.74,2617,3.1,39730,3310,18-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1520,PE,85.82,86.87,84.87,86.12,86.12,2071,44.59,48928,2311,18-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1540,CE,0.98,2.51,0.05,0.98,0.98,701,0.17,4690,665,18-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1540,PE,102.69,105.03,101.19,104.38,104.38,1273,33.22,29942,3806,18-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1560,CE,0.81,4.7,0.29,2.5,2.5,898,0.56,46161,-3487,18-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1560,PE,126.11,128.57,123.52,124.43,124.43,324,10.08,10281,4065,18-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1580,CE,1.5,2.16,1.26,1.79,1.79,1380,0.62,3240,1603,18-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1580,PE,144.1,146.32,143.4,144.98,144.98,811,29.39,31653,-2028,18-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1600,CE,2.0,4.84,0.05,0.95,0.95,599,0.14,40048,1434,18-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1600,PE,163.11,165.76,162.02,164.85,164.85,1170,48.22,35896,-1131,18-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1620,CE,0.27,2.87,0.05,1.87,1.87,1356,0.63,1844,-4845,18-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1620,PE,184.94,187.29,181.31,183.47,183.47,1285,58.94,33712,-1194,18-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1640,CE,0.14,1.89,0.05,1.26,1.26,2348,0.74,32304,4388,18-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1640,PE,203.73,206.49,202.69,202.94,202.94,90,4.57,38703,-4513,18-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1660,CE,2.06,3.95,0.05,1.29,1.29,2089,0.67,14646,2131,18-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1660,PE,223.89,226.16,222.22,223.69,223.69,199,11.13,31773,-1427,18-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1680,CE,1.94,4.03,0.05,0.83,0.83,2869,0.6,9974,2261,18-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1680,PE,244.22,246.76,242.86,243.72,243.72,2064,125.76,40181,-1989,18-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1700,CE,0.32,2.46,0.05,1.53,1.53,442,0.17,20450,709,18-MAY-2026
OPTSTK,DEMOSTK,28-MAY-2026,1700,PE,262.68,264.35,261.44,263.91,263.91,1219,80.43,8652,1118,18-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1300,CE,147.08,148.78,146.32,148.49,148.49,2159,80.15,28097,-576,18-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1300,PE,9.1,11.96,6.81,9.28,9.28,2829,6.56,46586,4193,18-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1320,CE,125.4,128.31,122.58,124.77,124.77,960,29.94,22633,-1242,18-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1320,PE,5.31,7.81,2.62,6.52,6.52,147,0.24,48811,61,18-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1340,CE,104.88,107.74,104.42,104.83,104.83,1546,40.52,8647,1016,18-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1340,PE,7.88,9.16,7.59,7.85,7.85,1877,3.68,33690,-3,18-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1360,CE,87.31,89.77,87.11,87.24,87.24,1773,38.67,41830,-705,18-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1360,PE,12.71,13.8,12.31,12.81,12.81,1106,3.54,40867,-3385,18-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1380,CE,64.71,66.46,64.12,65.72,65.72,2194,36.05,16610,-2858,18-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1380,PE,15.11,16.16,12.28,13.77,13.77,2774,9.55,4789,-1849,18-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1400,CE,54.92,57.55,53.49,56.0,56.0,234,3.28,47598,630,18-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1400,PE,3.4,4.65,2.95,4.3,4.3,2213,2.38,12432,-3422,18-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1420,CE,32.72,35.26,31.81,34.13,34.13,2436,20.79,22913,2704,18-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1420,PE,5.53,7.98,4.91,5.62,5.62,1458,2.05,2308,3051,18-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1440,CE,25.74,28.58,22.92,26.94,26.94,530,3.57,46164,2543,18-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1440,PE,26.99,28.79,25.69,25.99,25.99,662,4.3,7708,-1880,18-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1460,CE,23.11,24.06,20.17,22.22,22.22,1731,9.62,7832,3860,18-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1460,PE,28.46,29.61,24.32,26.73,26.73,1981,13.24,18706,614,18-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1480,CE,10.02,10.1,8.37,9.84,9.84,374,0.92,14385,640,18-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1480,PE,59.73,62.95,56.89,60.03,60.03,2791,41.89,6403,3659,18-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1500,CE,17.68,19.5,16.72,16.77,16.77,2049,8.59,29740,4748,18-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1500,PE,76.99,80.73,75.76,77.98,77.98,2366,46.13,18729,3654,18-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1520,CE,1.96,6.39,0.05,3.41,3.41,909,0.77,16932,-2600,18-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1520,PE,85.77,87.79,84.42,85.23,85.23,2043,43.53,28087,928,18-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1540,CE,14.94,18.19,14.77,16.93,16.93,477,2.02,33663,4576,18-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1540,PE,118.3,118.43,115.28,117.37,117.37,2069,60.71,33194,-2134,18-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1560,CE,4.03,6.44,3.59,3.98,3.98,1770,1.76,19219,-640,18-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1560,PE,123.7,128.02,122.61,125.24,125.24,451,14.12,34519,3763,18-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1580,CE,9.44,10.09,7.43,7.48,7.48,1395,2.61,16160,131,18-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1580,PE,144.54,146.89,144.26,146.35,146.35,2006,73.39,32742,-1544,18-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1600,CE,7.55,10.53,6.93,8.34,8.34,2322,4.84,45651,4753,18-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1600,PE,167.59,167.84,165.92,167.71,167.71,905,37.94,22897,-3062,18-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1620,CE,6.02,6.61,3.78,6.26,6.26,1419,2.22,43474,3521,18-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1620,PE,188.72,190.41,185.9,188.66,188.66,2705,127.58,4119,-594,18-MAY-2026
OPTSTK,DEMOSTK,25-JUN-2026,1640,CE,3.84,6.13,2.12,3.86,3.86,578,0.56,22605,1977,18-MAY-2026
